country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019
Afghanistan,10,64385715,432115,126247,304,92,190,253,207,246,159,259,112,74,94,116,41,2,4,0,0,0,28,19
Afghanistan,15,64385715,302660,106867,304,91,186,247,205,240,156,256,110,73,92,114,40,2,3,0,0,0,28,18
Afghanistan,20,64385715,284357,105733,304,89,180,245,203,238,153,254,108,71,88,114,40,2,3,0,0,0,28,18
Afghanistan,25,64385715,254867,72395,304,89,180,245,202,237,153,254,108,71,88,114,39,1,3,0,0,0,27,18
Afghanistan,30,64385715,205791,71797,304,88,179,244,201,236,152,253,107,70,88,113,39,1,3,0,0,0,26,17
Afghanistan,50,64385715,148430,46242,304,78,135,200,159,170,112,201,84,48,61,94,30,1,2,0,0,0,19,15
Afghanistan,75,64385715,75486,18270,304,47,61,96,61,64,43,83,28,21,24,41,14,0,0,0,0,0,10,8
Albania,10,2873537,838912,712807,7355,3816,909,636,3328,719,987,5348,5609,1379,680,1257,5699,2842,1182,334,1108,2111,2345,1247
Albania,15,2873537,776882,653386,7355,3784,897,629,3302,713,982,5327,5578,1366,674,1242,5626,2762,1154,325,1075,2025,2273,1212
Albania,20,2873537,753090,641896,7355,3761,893,625,3274,707,977,5297,5542,1355,666,1230,5578,2726,1134,322,1052,1969,2234,1188
Albania,25,2873537,706652,621131,7355,3739,890,617,3247,698,967,5240,5489,1341,659,1201,5481,2655,1100,309,1004,1854,2158,1145
Albania,30,2873537,648680,589017,7355,3729,890,614,3237,695,963,5225,5471,1337,656,1188,5396,2570,1052,284,928,1689,2049,1074
Albania,50,2873537,534848,428833,7355,3402,837,533,2994,631,901,4892,5034,1253,606,1034,4823,2223,941,254,758,1372,1798,947
Albania,75,2873537,363824,190809,7355,2582,706,374,2430,487,752,3947,4058,1018,502,789,3729,1637,729,198,524,930,1289,724
Algeria,10,124831323,1690460,1102812,32539,3696,3144,3951,4558,4667,5645,5418,8295,10842,2728,8611,11856,8508,11455,6875,9425,51298,6883,7732
Algeria,15,124831323,1472056,1001897,32539,3598,3091,3896,4475,4571,5554,5326,8147,10673,2677,8506,11552,7891,10738,6412,8884,49450,6389,7130
Algeria,20,124831323,1419827,984682,32539,3534,3050,3865,4433,4530,5501,5272,8073,10575,2646,8449,11411,7645,10441,6240,8646,48566,6268,6910
Algeria,25,124831323,1316669,865312,32539,3507,3026,3850,4401,4499,5450,5223,8009,10518,2620,8392,11190,7328,10067,6016,8373,47560,6030,6632
Algeria,30,124831323,1223621,821606,32539,3469,3010,3831,4374,4470,5415,5202,7972,10467,2606,8344,10913,6927,9523,5707,8011,45979,5764,6291
Algeria,50,124831323,895576,472785,32539,2427,2305,3019,3311,3401,4199,4160,6392,8507,2135,7192,8961,5045,6993,4267,6004,37696,4295,4620
Algeria,75,124831323,496666,221058,32539,1191,1358,1783,1810,1847,2428,2465,3767,5235,1341,4996,5738,2427,3373,2224,3219,22665,2356,2263
Angola,10,124742298,95924844,97293691,63771,119564,72802,68662,97998,133592,107427,217437,157662,271114,197659,287249,252333,262775,295202,225772,329692,433935,365605,268187
Angola,15,124742298,82782065,82189323,63771,117418,71082,65156,92376,125049,100959,201788,146860,248920,191218,263088,239413,247337,283511,217286,317812,411015,348378,254982
Angola,20,124742298,65933551,64925172,63771,109107,65789,57538,80278,106299,86752,167039,121211,196835,173199,212132,203304,202099,244904,186674,268936,336707,287610,208876
Angola,25,124742298,63332651,62622117,63771,107777,64923,56585,78605,103832,84870,162582,117258,189788,170227,205916,198478,194989,238355,181423,261000,324898,278261,201664
Angola,30,124742298,55292492,53847201,63771,101221,61034,52462,71274,93435,76940,145287,103582,165948,159806,182928,180755,168841,212662,161719,229710,280456,242552,175098
Angola,50,124742298,31917530,29980806,63771,76820,43061,35582,43422,53063,48241,88808,56013,92730,111802,100568,113042,99292,135584,102506,137072,159388,146256,101978
Angola,75,124742298,3783229,3335977,63771,33919,12841,10509,7283,8737,4941,26871,9833,17251,18618,13063,19846,24412,30716,24278,33374,31640,37025,25262
Argentina,10,278010122,43380537,42607890,643049,160343,110522,268465,458170,383842,328051,440263,608414,316430,420835,511199,487422,387826,249773,186232,239283,243577,178928,150799
Argentina,15,278010122,42376954,41989977,643049,155660,108760,261029,447394,376491,323444,433063,602654,313973,418050,508143,485353,385759,248094,185041,237454,241608,177749,149680
Argentina,20,278010122,41252923,41262622,643049,152069,107195,255875,441454,372946,320745,430210,598977,312456,416206,504556,482954,382827,245832,183529,235299,239093,176152,148329
Argentina,25,278010122,40144116,39872011,643049,150432,106459,253682,439054,371197,319433,428712,596840,311577,415215,502333,480844,380151,243707,181977,232945,236768,174817,147068
Argentina,30,278010122,39086979,38380241,643049,147806,105002,249155,433430,367249,316447,425345,592753,309858,413231,499187,478178,376777,241103,180233,230189,233920,172958,145444
Argentina,50,278010122,23116356,23907653,643049,102144,73470,132020,248387,228611,210531,247500,396089,206806,297486,355899,347089,253702,155456,119321,143415,159830,112695,98278
Argentina,75,278010122,10594206,13568950,643049,62985,49420,73653,122896,119548,108991,109386,176439,94054,127311,135981,141402,99050,52031,49173,50382,53602,32409,30943
Australia,10,768791340,65911128,58963089,1414603,361868,386964,561317,155213,288961,249473,431483,263268,238484,389181,135332,156038,282234,338596,311412,498668,294519,334542,1823093
Australia,15,768791340,57538803,53297524,1414603,354839,383111,549885,151476,275732,244858,425297,259227,237123,385368,134382,154927,280172,334669,307693,494193,292693,328847,1814068
Australia,20,768791340,48215164,44951837,1414603,285713,344771,452331,138633,231679,226653,406187,245419,229660,369429,129775,149678,271761,310877,289319,470608,273243,298665,1760195
Australia,25,768791340,46634151,43325897,1414603,278271,342467,445644,134568,215930,218033,397830,235611,225670,360852,127605,147074,269566,307087,283625,463996,266999,289165,1742436
Australia,30,768791340,42280599,39480482,1414603,218818,312151,373847,124769,177024,186304,372717,205727,203711,290726,121316,139804,260094,281749,261577,430906,236878,251090,1661548
Australia,50,768791340,25719710,24451139,1414603,67024,84680,151950,94287,96247,114450,181580,127336,168109,87902,86676,88032,181744,192630,149474,305290,175040,155349,1227183
Australia,75,768791340,17781353,16932966,1414603,55261,63642,128963,80249,78646,89381,148656,93893,150407,74710,71314,67154,124932,134990,110262,207692,121619,103211,770430
Austria,10,8385802,4515680,4571591,65850,6947,10929,14518,14636,21707,12614,31751,26947,15922,16751,18117,11194,7712,9949,7974,17293,18523,26429,33799
Austria,15,8385802,4443050,4467515,65850,6939,10918,14505,14621,21688,12604,31722,26929,15910,16738,18108,11182,7689,9923,7963,17266,18482,26391,33746
Austria,20,8385802,4417530,4450743,65850,6934,10913,14494,14613,21675,12596,31702,26918,15902,16729,18100,11174,7681,9909,7956,17252,18462,26371,33720
Austria,25,8385802,4389131,4400704,65850,6930,10907,14483,14606,21665,12589,31683,26906,15894,16720,18095,11167,7667,9892,7948,17235,18437,26344,33686
Austria,30,8385802,4336043,4348982,65850,6926,10902,14476,14599,21657,12584,31670,26896,15887,16713,18090,11158,7645,9870,7938,17210,18406,26310,33642
Austria,50,8385802,4114725,4008210,65850,6828,10753,14270,14412,21411,12468,31317,26662,15748,16521,17949,11034,7470,9654,7841,16985,18141,25993,33173
Austria,75,8385802,3394270,3202079,65850,6225,9874,13219,13319,19887,11730,29191,25231,14887,15414,16902,10315,6413,8297,7037,15349,16323,23526,29579
Azerbaijan,10,8623533,1488960,1261742,866,575,1193,1062,615,261,550,527,494,394,582,159,623,164,352,28,26,81,75,14
Azerbaijan,15,8623533,1428540,1170419,866,566,1174,1050,599,255,538,517,479,380,565,153,612,162,348,28,26,81,75,14
Azerbaijan,20,8623533,1389912,1154073,866,562,1165,1047,596,252,532,513,476,378,560,151,608,157,340,27,26,81,75,14
Azerbaijan,25,8623533,1330925,1110570,866,558,1161,1045,590,249,529,511,475,375,556,150,603,153,334,27,26,81,75,12
Azerbaijan,30,8623533,1268610,1082394,866,553,1154,1039,585,246,525,508,472,372,550,147,598,149,328,27,25,80,75,12
Azerbaijan,50,8623533,1113390,873912,866,488,1065,983,491,206,466,455,435,322,468,126,526,131,299,26,24,79,75,10
Azerbaijan,75,8623533,819515,566413,866,356,786,788,322,135,347,317,325,232,310,89,345,80,189,24,21,74,63,6
Bangladesh,10,13938437,2660673,3171857,6974,4609,4026,2177,4332,3319,6944,4060,4546,5699,4740,4261,5588,6806,13691,14349,24320,32070,22167,24846
Bangladesh,15,13938437,2282749,2658755,6974,4603,4017,2171,4317,3310,6915,4042,4524,5675,4719,4234,5495,6477,13016,13644,23001,30503,21010,23657
Bangladesh,20,13938437,2194962,2592261,6974,4599,4011,2166,4306,3306,6899,4027,4512,5660,4705,4215,5466,6397,12880,13466,22720,30188,20756,23443
Bangladesh,25,13938437,2076172,2498311,6974,4590,4002,2163,4290,3299,6880,4010,4495,5644,4684,4198,5445,6354,12799,13387,22558,30000,20599,23327
Bangladesh,30,13938437,1938958,2216745,6974,4587,3995,2159,4283,3293,6863,3995,4480,5625,4668,4181,5359,6022,12061,12604,21196,28377,19343,22079
Bangladesh,50,13938437,1522871,1504904,6974,4507,3866,2087,4077,3197,6557,3762,4242,5355,4420,3976,5102,5482,11039,11338,19238,25939,17501,20410
Bangladesh,75,13938437,685584,606821,6974,3911,3124,1684,2998,2645,4985,2722,3120,3958,3107,3035,3908,3216,6445,6518,11094,15179,9823,12169
Belarus,10,20706912,9666452,10176808,375764,18474,25518,32241,38739,36301,42386,32751,35986,35664,35835,45490,39738,28349,33948,34364,92108,79826,88637,75889
Belarus,15,20706912,9467496,9865243,375764,18417,25462,32192,38684,36254,42330,32706,35947,35615,35801,45440,39681,28261,33833,34198,91576,79463,88252,75603
Belarus,20,20706912,9376194,9789429,375764,18386,25425,32154,38639,36223,42300,32681,35924,35571,35779,45408,39647,28225,33789,34128,91354,79296,88048,75482
Belarus,25,20706912,9268767,9632412,375764,18373,25408,32136,38619,36208,42286,32670,35911,35556,35767,45387,39625,28168,33723,34032,91022,79086,87798,75311
Belarus,30,20706912,9118586,9486572,375764,18359,25383,32119,38597,36192,42269,32657,35896,35543,35754,45367,39591,28085,33626,33899,90487,78767,87447,75049
Belarus,50,20706912,8384058,8482951,375764,17702,24310,31052,37532,35389,41383,32007,35319,34896,35298,44825,39066,27279,32760,32732,85982,75113,82879,72072
Belarus,75,20706912,5798099,5011439,375764,14886,19679,25050,31352,30202,35372,27728,31213,30958,31453,40085,34877,20188,25222,24910,60727,49635,48747,47587
Belgium,10,3070744,972707,981723,37463,988,2358,1902,4823,3050,6947,6010,7247,5208,10950,5036,5658,3344,4278,3454,4579,4223,4725,5681
Belgium,15,3070744,927599,936073,37463,981,2355,1895,4810,3040,6936,5999,7233,5193,10935,5027,5647,3334,4264,3442,4559,4197,4695,5650
Belgium,20,3070744,913585,929385,37463,978,2352,1893,4803,3037,6930,5994,7225,5187,10928,5023,5642,3330,4257,3436,4546,4181,4679,5630
Belgium,25,3070744,892226,912855,37463,974,2350,1892,4798,3032,6923,5989,7219,5181,10919,5021,5638,3324,4251,3430,4532,4163,4661,5607
Belgium,30,3070744,865426,890289,37463,971,2348,1890,4793,3028,6916,5985,7214,5176,10909,5016,5635,3315,4239,3420,4512,4137,4631,5577
Belgium,50,3070744,778290,778429,37463,927,2310,1843,4678,2938,6802,5885,7093,5082,10743,4958,5583,3261,4160,3344,4359,3971,4446,5348
Belgium,75,3070744,576914,553588,37463,733,2029,1630,4082,2541,6042,5323,6335,4585,9695,4635,5293,2999,3723,2908,3700,3368,3750,4400
Benin,10,11542318,8884305,7732652,6900,17791,20419,30092,3985,35046,12139,56662,5881,77488,2732,7844,61098,36789,42560,21937,26183,43952,45889,25077
Benin,15,11542318,4564313,4255392,6900,10308,12639,19269,2499,18584,7218,33454,2980,44353,1775,4278,24892,22281,28591,15046,21557,33160,34826,18098
Benin,20,11542318,834666,1385168,6900,5184,6031,6958,1178,4119,3152,9739,868,12200,919,1196,6127,5028,6683,2860,6346,8225,8656,3807
Benin,25,11542318,605231,1073313,6900,4774,5183,5648,1034,3182,2691,8000,738,9642,812,1023,4835,3888,4991,2070,5127,6500,6617,2872
Benin,30,11542318,168568,435563,6900,3749,3480,3476,684,1591,1795,4660,482,4929,529,655,2865,1313,1358,598,2016,2238,1826,775
Benin,50,11542318,9000,14047,6900,1882,924,805,115,249,318,844,81,803,99,95,522,29,23,8,59,37,18,6
Benin,75,11542318,841,145,6900,304,114,110,6,26,19,76,5,88,4,3,37,1,1,0,0,0,0,0
Bhutan,10,3876296,2679173,2646337,2159,308,231,562,1043,791,639,519,787,1201,4511,1134,800,533,1303,821,2106,2141,1372,892
Bhutan,15,3876296,2633400,2599444,2159,303,228,556,1029,780,631,516,784,1192,4446,1118,787,516,1276,791,2047,2061,1320,863
Bhutan,20,3876296,2624344,2588396,2159,301,226,553,1025,777,629,514,781,1187,4426,1113,783,511,1268,784,2034,2042,1308,854
Bhutan,25,3876296,2612860,2533432,2159,299,225,548,1019,775,628,510,779,1183,4401,1108,776,501,1251,768,2005,2014,1279,840
Bhutan,30,3876296,2577235,2508703,2159,298,224,544,1013,770,623,508,775,1175,4354,1091,766,485,1229,747,1963,1972,1240,820
Bhutan,50,3876296,2366473,2116634,2159,276,206,472,921,706,563,468,717,1098,3857,958,691,406,1093,631,1689,1691,1028,697
Bhutan,75,3876296,1664055,1447949,2159,210,164,270,628,508,406,320,523,844,2267,695,521,226,680,328,892,912,495,345
Bolivia,10,108339285,66486469,65092352,173609,141889,180511,164901,205273,252563,217637,190720,372166,226462,453494,332089,275244,181862,259850,167838,476968,467638,304941,860666
Bolivia,15,108339285,66012920,64780874,173609,141473,180103,164604,204786,252089,217308,190527,371597,226147,453093,331665,274900,181404,259187,167525,475542,466637,304272,858765
Bolivia,20,108339285,65454397,64372190,173609,141012,179624,164281,204236,251575,216922,190309,370957,225828,452615,331141,274406,180846,258373,167091,473650,465419,303400,856369
Bolivia,25,108339285,65004987,63616126,173609,140716,179292,164053,203811,251221,216664,190161,370482,225596,452246,330783,274080,180434,257779,166778,472444,464551,302783,855078
Bolivia,30,108339285,64521463,62714153,173609,140321,178808,163759,203251,250748,216315,189953,369851,225270,451759,330239,273544,179823,256901,166275,470601,463194,301856,852090
Bolivia,50,108339285,57489600,56624124,173609,133411,170042,158708,190346,238167,206660,184564,348141,212937,436578,316823,260861,164472,240758,152102,439062,433995,279213,793740
Bolivia,75,108339285,47837880,49150578,173609,115352,146627,142577,160358,207697,177287,164276,272805,166381,371385,256410,227446,122487,190632,107499,313199,341836,199032,501372
Bosnia and Herzegovina,10,5106883,2899801,2767162,26485,1515,739,326,4249,588,559,2949,1655,1333,929,1000,2666,2766,1824,624,2449,1478,2847,1262
Bosnia and Herzegovina,15,5106883,2814443,2691399,26485,1506,723,318,4192,580,549,2821,1603,1318,920,988,2571,2691,1814,609,2410,1444,2798,1252
Bosnia and Herzegovina,20,5106883,2777231,2664249,26485,1503,717,315,4169,578,546,2789,1589,1311,917,983,2544,2666,1809,603,2390,1425,2768,1248
Bosnia and Herzegovina,25,5106883,2730524,2623095,26485,1500,700,310,4135,576,540,2712,1564,1301,914,977,2503,2635,1802,596,2359,1394,2732,1242
Bosnia and Herzegovina,30,5106883,2657977,2579843,26485,1496,693,308,4122,574,536,2682,1552,1296,911,971,2434,2574,1790,581,2308,1339,2674,1232
Bosnia and Herzegovina,50,5106883,2477204,2353158,26485,1418,622,281,3875,549,502,2293,1406,1221,873,915,2178,2397,1729,552,2213,1206,2504,1180
Bosnia and Herzegovina,75,5106883,2054725,1684041,26485,1098,504,223,3112,461,419,1373,1003,954,727,734,1656,1917,1512,456,1917,977,2136,990
Botswana,10,57788401,2410473,2647632,91,1017,262,174,587,753,344,552,322,483,196,239,183,654,250,22,69,225,62,65
Botswana,15,57788401,562900,579962,91,628,167,115,408,492,252,346,198,343,139,180,116,253,140,6,29,72,22,19
Botswana,20,57788401,102705,29506,91,268,64,34,132,137,85,91,54,105,64,54,42,58,48,1,3,6,5,1
Botswana,25,57788401,54070,16063,91,234,55,25,109,115,72,74,45,85,56,47,35,32,29,0,1,4,5,0
Botswana,30,57788401,20328,4581,91,131,23,9,51,49,40,34,26,41,30,21,16,14,16,0,1,1,3,0
Botswana,50,57788401,1278,228,91,29,1,1,2,1,3,4,3,1,1,0,1,0,1,0,0,0,0,0
Botswana,75,57788401,22,3,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,10,850023341,548431175,523000356,7586757,2807364,3571006,3316999,3926871,3539437,2934803,2680946,2500572,1860171,2753204,1970080,3023509,2047517,2845014,2343958,5564551,4689314,3080752,2819900
Brazil,15,850023341,541480158,517732838,7586757,2794201,3557016,3300984,3908195,3527421,2921468,2667225,2487267,1849985,2738237,1960178,3002264,2026973,2813938,2319838,5526698,4652374,3053074,2793970
Brazil,20,850023341,532390172,512680498,7586757,2775176,3538088,3280973,3886567,3512462,2904454,2650383,2471776,1838502,2720400,1947607,2973621,1998266,2771708,2286109,5474026,4604465,3014450,2758980
Brazil,25,850023341,526610378,506480619,7586757,2761616,3524427,3266999,3871265,3500861,2891196,2637283,2459077,1829953,2705582,1937607,2949938,1977757,2740441,2261281,5435226,4570644,2988179,2733929
Brazil,30,850023341,519175258,498186132,7586757,2746360,3507048,3248526,3848771,3486562,2876805,2621820,2444306,1817898,2688896,1923363,2918628,1945502,2693133,2222772,5378829,4519832,2948460,2696747
Brazil,50,850023341,475676083,453274414,7586757,2511771,3259110,2971953,3554955,3271826,2644935,2370608,2211984,1608444,2411940,1720220,2579918,1712473,2368689,1955191,4980646,4188993,2688475,2466241
Brazil,75,850023341,429221438,410386451,7586757,2094864,2819379,2533329,3103760,2895020,2310272,1984615,1902278,1348288,2036707,1453888,2109055,1408854,1922329,1591478,4397937,3632930,2308003,2129548
Brunei,10,577779,533981,533175,8772,1250,1093,801,1200,1281,1018,1572,1304,2173,969,2624,1845,898,2266,1807,2643,966,828,1212
Brunei,15,577779,532321,531226,8772,1248,1091,800,1199,1280,1016,1569,1302,2172,968,2623,1843,896,2253,1792,2620,959,822,1199
Brunei,20,577779,531387,530802,8772,1246,1090,800,1198,1279,1015,1568,1301,2171,968,2622,1840,893,2245,1784,2604,954,817,1190
Brunei,25,577779,530681,529953,8772,1245,1090,799,1198,1279,1014,1566,1300,2170,968,2622,1839,891,2238,1778,2595,951,815,1183
Brunei,30,577779,529339,528770,8772,1244,1089,799,1197,1278,1014,1565,1300,2169,967,2620,1837,888,2225,1761,2573,945,807,1169
Brunei,50,577779,523736,522184,8772,1229,1080,791,1189,1270,1003,1546,1291,2160,961,2609,1823,875,2166,1688,2475,919,783,1120
Brunei,75,577779,507844,507972,8772,1145,1025,749,1143,1201,957,1457,1238,2086,925,2553,1765,830,1978,1378,2080,839,709,939
Bulgaria,10,11158731,4461216,4253793,66877,8269,4675,5237,8232,6599,5225,9637,6517,6143,3585,3365,10075,3781,6808,7404,7565,8055,10050,4236
Bulgaria,15,11158731,4376912,4122705,66877,8240,4662,5220,8203,6586,5206,9609,6483,6125,3578,3348,10051,3759,6781,7375,7521,7984,9984,4205
Bulgaria,20,11158731,4323225,4089345,66877,8232,4656,5214,8191,6580,5196,9591,6470,6115,3575,3341,10033,3747,6758,7356,7489,7920,9933,4185
Bulgaria,25,11158731,4247843,4023577,66877,8215,4645,5206,8179,6573,5184,9571,6456,6107,3572,3335,10014,3728,6735,7331,7454,7824,9853,4161
Bulgaria,30,11158731,4138948,3957412,66877,8202,4639,5199,8170,6567,5171,9557,6448,6100,3569,3332,9978,3693,6689,7293,7395,7688,9754,4125
Bulgaria,50,11158731,3858690,3539261,66877,7848,4458,5068,7980,6462,5037,9307,6264,6006,3528,3259,9769,3566,6487,7064,7102,7210,9342,3950
Bulgaria,75,11158731,3198279,2454202,66877,6579,3862,4516,7256,5973,4548,8322,5532,5562,3342,3019,9067,2989,5532,5986,6009,5817,7845,3280
Burkina Faso,10,27341711,3213895,2756223,0,15539,12037,929,16523,25081,11271,13922,29750,8759,42405,9243,4440,5232,6040,2508,2280,5036,3680,3414
Burkina Faso,15,27341711,314254,479999,0,1766,586,180,998,1592,767,1249,1776,859,6262,1285,468,1328,1725,807,928,2039,1346,1281
Burkina Faso,20,27341711,3734,14026,0,361,45,6,52,122,31,47,61,56,203,136,19,27,31,24,34,62,56,40
Burkina Faso,25,27341711,1121,10449,0,189,26,4,27,65,17,22,28,27,74,66,7,8,9,7,8,15,14,8
Burkina Faso,30,27341711,132,2239,0,59,4,2,9,17,5,3,5,5,7,15,0,0,0,0,0,0,0,0
Burkina Faso,50,27341711,6,70,0,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Burkina Faso,75,27341711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,10,2693531,2278695,2288269,3563,1716,1446,1726,878,1566,558,2841,3333,1481,2500,1243,1320,2721,3637,2721,3192,4230,6309,4720
Burundi,15,2693531,1979299,1768268,3563,1699,1412,1686,861,1506,543,2771,3206,1426,2454,1224,1291,2634,3515,2601,3024,3921,5958,4503
Burundi,20,2693531,921310,909945,3563,1575,1193,1495,739,1224,432,2289,2517,1122,2187,1102,1060,1965,2700,1913,2148,2514,4099,3200
Burundi,25,2693531,835864,855996,3563,1548,1147,1458,714,1171,413,2200,2405,1073,2128,1072,1025,1861,2593,1832,2053,2380,3899,3069
Burundi,30,2693531,537674,553131,3563,1417,987,1325,614,985,344,1862,1999,883,1905,961,871,1406,2047,1458,1576,1775,2875,2386
Burundi,50,2693531,140709,142433,3563,886,493,825,303,478,167,964,943,415,1164,561,381,375,805,501,553,568,806,749
Burundi,75,2693531,21997,6709,3563,144,54,153,46,72,24,136,103,70,157,92,42,31,45,27,43,38,71,57
Cambodia,10,18135961,10198522,8791863,109562,29450,57940,58775,80911,65703,81869,79399,84765,123812,242230,196702,206725,208624,179553,149087,196172,131482,129333,165865
Cambodia,15,18135961,9651661,8243463,109562,29203,56979,58155,80426,65418,81427,78889,84377,122852,240911,195216,202899,201619,173224,143060,191697,127026,123867,157968
Cambodia,20,18135961,9443950,8123365,109562,29014,56357,57729,80086,65195,81144,78494,84083,122330,240161,194483,201344,199107,170847,140705,189547,124892,121560,154655
Cambodia,25,18135961,9160786,7921581,109562,28749,55609,57275,79698,64945,80829,78083,83789,121664,239055,193491,198557,194730,166910,137057,186690,122220,118140,149817
Cambodia,30,18135961,8809930,7641740,109562,28491,54862,56840,79251,64649,80507,77676,83499,121021,237882,192155,195569,190096,161797,132701,182418,118333,113205,143307
Cambodia,50,18135961,7482328,6470494,109562,25720,46903,51061,73502,60782,76410,72927,80252,114045,223667,184178,181193,173384,140656,115930,161038,100471,92130,118657
Cambodia,75,18135961,5842450,5113169,109562,17909,23804,28889,49148,44159,61185,56930,67923,89793,170991,163708,155419,150923,114995,93694,127190,76019,66854,88119
Cameroon,10,46604006,41716441,41615615,65054,42080,32782,26471,25055,27443,45697,57822,45004,40731,71934,31833,57396,98441,195288,83742,120535,195468,128022,128842
Cameroon,15,46604006,39994164,39673192,65054,41655,31936,26324,24768,27073,44021,56085,43992,39740,69891,30814,56485,96080,194236,83263,120401,195104,127740,128528
Cameroon,20,46604006,35158678,34272291,65054,40328,30103,25859,23822,25921,38307,50000,39067,37445,61503,28728,53305,88770,188165,81429,118945,192299,125027,126032
Cameroon,25,46604006,34255066,33264652,65054,40105,29805,25748,23639,25747,37690,48945,38140,37089,60588,28468,52798,87599,186670,80922,118463,191332,124156,125214
Cameroon,30,46604006,31459332,30543474,65054,39204,28767,25345,23003,25159,35986,45916,35142,36072,57992,27652,51268,84612,181851,78970,116619,187281,120814,121801
Cameroon,50,46604006,25260678,24763265,65054,34078,24965,22752,19882,22356,30864,38306,28689,32964,51758,24547,45406,74194,161615,71595,106407,166374,107421,107327
Cameroon,75,46604006,17481727,15945254,65054,19010,13007,12958,11101,12460,15769,21871,17371,21727,24032,13315,24035,37674,83361,37329,55877,74805,56268,49222
Canada,10,901402856,469562288,470254052,9107209,1418957,2405313,1647684,2782004,3001911,2494423,2191572,2022396,1602831,2176224,2236246,2663518,3032148,2834960,2840512,2166047,2732620,2211239,2222945
Canada,15,901402856,448818469,447417656,9107209,1406847,2391485,1641373,2771776,2988324,2482799,2180265,2011172,1593987,2165613,2223803,2639259,2964108,2779873,2813079,2145188,2675680,2190524,2208001
Canada,20,901402856,437094086,434549057,9107209,1389077,2369142,1631121,2753037,2969469,2464087,2163182,1994047,1582566,2151204,2208404,2612595,2914471,2737031,2785538,2121950,2633060,2172781,2196417
Canada,25,901402856,431006137,430162806,9107209,1374750,2350254,1623181,2738275,2956108,2449095,2150715,1980919,1573208,2138537,2196370,2593900,2886683,2714079,2768853,2110247,2611767,2163589,2189876
Canada,30,901402856,418063562,420476866,9107209,1358152,2316887,1607283,2706456,2920790,2406188,2117894,1949007,1550372,2104872,2160696,2545490,2807338,2643609,2733439,2084426,2559736,2142937,2175716
Canada,50,901402856,324179246,312790487,9107209,1190285,2025868,1409331,2311647,2513874,2021288,1794695,1572219,1289935,1636323,1709380,2060334,2099934,1688961,2175584,1783740,1848975,1850379,1946116
Canada,75,901402856,216719076,208807199,9107209,902558,1456273,1088912,1741551,1897013,1603398,1498511,1234938,1062383,1326933,1363336,1639456,1391793,1169252,1508992,1421209,1383581,1487062,1530069
Central African Republic,10,62019959,59985697,59739900,39344,33014,37269,14378,16153,31280,64659,41622,36135,51725,51182,51546,61205,54317,69849,34160,55561,76542,53235,64253
Central African Republic,15,62019959,57547602,57371319,39344,32720,36815,14300,15638,30766,64235,40437,35806,50815,50844,50955,60675,53533,68784,33805,55278,75586,52422,63257
Central African Republic,20,62019959,52858601,52794556,39344,32151,35866,14052,15036,30133,61550,39156,34121,49640,49837,50309,59232,49615,64025,31163,53552,70303,47277,56690
Central African Republic,25,62019959,51727137,51994554,39344,31966,35558,13972,14919,29948,60757,38735,33630,49328,49473,50098,58844,48606,62867,30435,53120,69080,45977,55085
Central African Republic,30,62019959,47073501,47240766,39344,31282,34418,13727,14589,29317,57883,37308,31860,48253,48554,49140,57314,44182,57852,27316,51152,63910,40913,49026
Central African Republic,50,62019959,30767843,30744241,39344,27144,28554,12309,12968,24406,39351,30492,22509,42231,42414,41872,47159,28556,39744,17526,44214,49107,27505,34702
Central African Republic,75,62019959,6873945,7416621,39344,14451,15611,7450,7781,10593,12058,17432,9929,20762,21340,19010,19689,9473,11570,7080,25307,20036,10777,15798
Chad,10,113126705,12841239,12624350,76,24496,33064,6615,15705,11121,66426,18399,69242,27713,5158,14706,45062,53473,65100,43141,42623,84282,73212,72464
Chad,15,113126705,4827682,4615260,76,14277,22683,3780,10489,7450,47035,11488,50389,19433,3572,10438,32068,38237,46370,31925,33576,63854,56069,53894
Chad,20,113126705,1200860,1344149,76,2835,7189,828,2464,1996,11954,3271,12768,4691,1072,3187,8794,11414,12733,9894,11907,21602,20656,18451
Chad,25,113126705,962425,1130850,76,2039,5035,600,1571,1407,7926,2605,8527,3209,744,2370,6723,8757,9482,7563,9162,17081,16670,14213
Chad,30,113126705,409749,622312,76,884,1958,194,457,472,2982,1001,3402,1066,255,920,2491,2895,3001,2591,3166,6765,6932,5059
Chad,50,113126705,7270,33770,76,85,189,34,20,50,214,49,154,52,15,75,129,13,19,26,17,77,55,34
