country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019
Liberia,25,9591802,9433510,9388619,108379,29228,57047,21667,6241,11341,36316,44374,36257,75232,20388,34498,72244,156079,164826,186500,169099,203960,205751,172298
Liberia,30,9591802,9384713,9283496,108379,29186,56984,21605,6234,11324,36221,44282,36172,75136,20358,34444,72114,155536,164049,186010,168586,203292,204933,171765
Liberia,50,9591802,9055167,8405571,108379,28552,55817,21002,6117,11016,35085,43106,35143,73699,19941,33662,70149,147977,155474,178901,160770,193876,195545,164067
Liberia,75,9591802,3611671,3038238,108379,14436,24283,8747,2474,3880,12620,15871,11329,27866,9212,11392,18473,18402,20223,26844,19737,25746,24472,22764
Lithuania,10,6501663,2448741,2577161,122599,7988,10382,8938,13163,20438,17505,16099,15265,14453,21726,21797,17658,14006,16113,15952,25929,26173,19930,24883
Lithuania,15,6501663,2408945,2494672,122599,7970,10358,8923,13121,20403,17468,16054,15221,14421,21687,21759,17632,13981,16065,15900,25787,26048,19865,24769
Lithuania,20,6501663,2389066,2478417,122599,7966,10351,8919,13110,20392,17457,16045,15212,14412,21675,21748,17621,13966,16044,15875,25725,25987,19837,24716
Lithuania,25,6501663,2367925,2445367,122599,7965,10350,8917,13107,20389,17454,16042,15208,14410,21673,21744,17613,13950,16020,15846,25646,25919,19804,24655
Lithuania,30,6501663,2336226,2409461,122599,7962,10345,8916,13101,20385,17450,16037,15203,14408,21667,21735,17603,13923,15972,15794,25532,25804,19750,24565
Lithuania,50,6501663,2178847,2192698,122599,7839,10194,8824,12876,20164,17237,15831,15015,14295,21491,21574,17454,13596,15503,15423,24600,24835,19232,23863
Lithuania,75,6501663,1648221,1446658,122599,7068,8948,8033,11638,18048,15742,14350,13667,13185,19793,19890,16166,11621,13052,13165,20079,20160,15998,19993
Luxembourg,10,258156,106223,109548,2716,70,91,104,313,69,368,504,987,217,882,450,446,350,432,330,526,421,463,515
Luxembourg,15,258156,104334,106724,2716,69,91,104,313,68,367,503,986,217,882,449,445,350,431,329,524,418,461,513
Luxembourg,20,258156,103505,106114,2716,69,91,104,312,68,367,502,986,217,881,449,445,349,431,328,523,416,460,512
Luxembourg,25,258156,102679,104959,2716,69,91,104,312,68,366,502,985,217,881,448,444,349,430,328,522,415,459,511
Luxembourg,30,258156,101326,103463,2716,69,90,103,311,68,366,502,984,216,880,448,444,348,430,327,521,413,458,509
Luxembourg,50,258156,96722,96535,2716,65,88,102,306,66,358,495,973,213,874,445,442,344,423,323,508,396,446,497
Luxembourg,75,258156,81751,80548,2716,48,76,86,262,55,310,456,871,195,815,420,424,318,388,295,455,338,389,439
Macao,10,3413,505,505,3,1,1,0,0,0,3,5,4,2,1,1,1,0,1,1,0,4,1,3
Macao,15,3413,466,469,3,1,1,0,0,0,3,5,4,2,1,1,1,0,1,1,0,4,1,3
Macao,20,3413,454,464,3,1,1,0,0,0,3,5,4,2,1,1,1,0,1,1,0,4,1,3
Macao,25,3413,432,453,3,1,1,0,0,0,3,4,4,2,1,1,1,0,1,1,0,4,1,3
Macao,30,3413,413,432,3,1,1,0,0,0,3,4,4,2,1,1,1,0,1,1,0,4,1,3
Macao,50,3413,342,329,3,1,1,0,0,0,3,4,3,2,1,1,1,0,1,1,0,3,1,2
Macao,75,3413,113,87,3,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,1
Madagascar,10,59144707,33190889,32119835,405046,91391,103516,110092,93657,109687,99524,208614,141075,153915,125609,169926,138863,319483,450211,324167,413096,558246,396361,277675
Madagascar,15,59144707,26503413,26648194,405046,90617,101134,107317,91663,107087,95389,206149,138284,151297,123307,168714,137285,316427,445329,321165,409201,551602,392367,274711
Madagascar,20,59144707,19454929,19546828,405046,88766,94453,94919,86334,99563,80916,197103,130193,142765,114146,165434,131969,306786,428442,310255,394900,528782,378020,263463
Madagascar,25,59144707,18656021,18510952,405046,88342,93096,92241,85204,98042,78378,195068,128550,141151,112303,164622,131009,304794,424896,307891,391847,523780,374981,260959
Madagascar,30,59144707,17141086,16436355,405046,86957,89318,84248,81845,93628,71034,188580,123502,136537,107219,162323,128468,299350,416682,301789,383656,510357,366620,254243
Madagascar,50,59144707,12241380,11904520,405046,77606,77814,66890,71174,77344,49819,156678,102096,117029,91190,146202,111113,253480,320150,245544,317199,401749,297401,197933
Madagascar,75,59144707,5863678,6389034,405046,48035,48835,34572,42627,41009,20144,86980,47604,66562,42464,91338,53452,109788,128317,92945,121091,152276,129860,77776
Malawi,10,11802885,7092810,6927332,10299,4597,6415,11655,10378,18434,8997,12798,17273,7060,7029,15054,16628,17647,26988,16402,20924,25183,24179,17506
Malawi,15,11802885,4922073,4639655,10299,4278,6047,10982,9661,17151,8520,11961,16118,6591,6559,13950,16007,16453,26056,15819,20122,23883,23236,16964
Malawi,20,11802885,2460637,2359472,10299,3213,4968,8872,7358,12769,6927,9460,12529,5083,5071,10619,13857,13003,22230,13200,16613,19240,19522,14715
Malawi,25,11802885,2216087,2225339,10299,3068,4806,8513,6994,12105,6663,9091,11926,4843,4832,10136,13457,12460,21469,12668,15917,18425,18762,14235
Malawi,30,11802885,1521822,1470590,10299,2488,4190,7113,5712,9445,5563,7494,9724,4030,3982,8216,12173,10562,18587,10785,13509,15308,15487,12134
Malawi,50,11802885,313125,351696,10299,1324,2551,3238,2783,3860,2911,3632,4514,1705,1762,3984,6579,3854,7329,4372,4984,4625,4376,4073
Malawi,75,11802885,16333,7164,10299,211,319,362,255,408,451,418,601,196,251,515,601,270,394,306,280,291,338,468
Malaysia,10,32938349,29786086,29079370,2580881,335435,314308,184642,353089,376473,334480,405723,368432,623446,431018,463587,629879,335264,651257,458258,571591,488605,443211,400895
Malaysia,15,32938349,29667042,28916358,2580881,334604,313843,184415,352711,376155,334309,405548,368293,623244,430891,463440,629324,334653,649590,457072,569642,486968,441573,399180
Malaysia,20,32938349,29583873,28831769,2580881,333837,313321,184211,352301,375809,334113,405365,368142,623026,430776,463283,628856,334140,648223,456118,568108,485702,440302,397798
Malaysia,25,32938349,29531610,28734757,2580881,333372,313008,184079,352070,375644,334027,405282,368079,622930,430712,463206,628608,333834,647408,455546,567171,484964,439562,397027
Malaysia,30,32938349,29430562,28632041,2580881,332497,312554,183911,351802,375420,333901,405159,367972,622780,430607,463078,628171,333221,645779,454345,565249,483416,437985,395367
Malaysia,50,32938349,28977160,27990866,2580881,326084,308556,182120,348711,372693,332281,403486,366672,620776,429379,461843,625171,329940,637593,448589,556067,476230,431089,388344
Malaysia,75,32938349,27249584,26362131,2580881,298075,285356,169465,329006,353414,319886,390144,356023,604070,419354,453425,609274,312172,597954,419348,511613,441289,396588,351905
Mali,10,122506968,8187012,7102141,5,4941,7036,1849,19927,12000,21361,14577,15357,15789,5510,26373,18217,25135,19530,15517,13387,28624,26444,26705
Mali,15,122506968,1806917,1938353,5,1711,1989,416,7279,3734,6694,3749,4373,5653,1753,9063,4867,13865,10083,8699,7686,15983,15266,14548
Mali,20,122506968,151534,218619,5,592,429,83,1211,476,677,674,490,792,268,823,492,2161,1295,922,950,1812,1478,1319
Mali,25,122506968,101105,176149,5,495,322,65,712,289,404,427,303,522,182,507,311,1583,922,650,681,1286,1022,899
Mali,30,122506968,25098,49160,5,348,175,34,153,83,104,125,106,158,54,166,79,410,270,204,205,332,299,211
Mali,50,122506968,390,430,5,166,63,11,33,12,5,15,20,20,12,20,4,0,0,0,0,0,0,0
Mali,75,122506968,47,0,5,22,9,1,2,2,0,2,2,2,1,3,1,0,0,0,0,0,0,0
Malta,10,32335,174,183,15,1,2,0,3,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0
Malta,15,32335,149,149,15,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0
Malta,20,32335,139,145,15,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0
Malta,25,32335,128,131,15,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0
Malta,30,32335,117,116,15,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0
Malta,50,32335,85,54,15,1,2,0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Malta,75,32335,46,18,15,1,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Martinique,10,111788,79062,79304,547,194,49,291,169,208,92,157,283,202,76,155,313,156,165,33,28,124,54,63
Martinique,15,111788,77286,78931,547,194,49,290,168,206,92,157,281,201,76,154,311,153,162,32,27,122,53,62
Martinique,20,111788,76256,78498,547,193,49,290,168,206,91,156,280,201,76,154,311,150,160,32,27,119,52,62
Martinique,25,111788,75484,78281,547,193,49,289,168,205,91,156,280,200,76,154,310,148,159,32,26,117,52,61
Martinique,30,111788,74650,77223,547,193,49,288,167,205,91,156,278,199,75,153,308,146,157,32,26,116,51,61
Martinique,50,111788,70992,69963,547,188,48,284,162,198,88,153,270,195,73,150,298,134,143,28,23,107,48,57
Martinique,75,111788,62862,60818,547,172,42,263,146,172,77,140,237,174,67,134,264,86,97,17,13,61,33,40
Mauritania,10,104117151,65,623,0,38,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,15,104117151,42,59,0,36,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,20,104117151,36,7,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,25,104117151,36,4,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,30,104117151,33,1,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,50,104117151,16,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,75,104117151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,10,195185465,63715499,55870456,633316,162345,162544,155833,174171,212727,184196,223883,188814,287486,170272,190782,179502,228385,179458,206825,287252,316932,284697,342256
Mexico,15,195185465,60308408,54842548,633316,161329,161587,155067,173111,211396,182908,222577,187772,286194,169439,189822,178277,225637,176773,203822,283246,310844,279259,337619
Mexico,20,195185465,57502702,53991594,633316,160254,160714,154297,172044,209962,181716,221316,186656,284632,168553,188829,177085,223138,174438,201362,279850,306104,274828,333946
Mexico,25,195185465,55224787,52481649,633316,159399,159856,153423,170991,208506,180332,220068,185506,282912,167771,187884,176088,221322,172729,199668,277459,302530,271172,331112
Mexico,30,195185465,53177142,50346718,633316,158303,158834,152559,169841,206856,179044,218601,184377,281232,166729,186771,174753,219048,170750,197651,274183,298788,267151,327438
Mexico,50,195185465,42125966,38639036,633316,144740,145678,140228,154229,187027,163616,197895,168050,258812,152008,171847,161229,202952,157509,184992,253141,277663,242081,306001
Mexico,75,195185465,29496346,26626159,633316,115278,118993,109402,119976,143398,131751,152069,134448,207334,123379,140410,131554,161579,123561,151247,199798,221999,184461,246345
Mongolia,10,156624745,6150015,5578231,10245,22599,21061,45268,61549,8360,15728,50107,63144,86816,9926,4252,47369,838,674,7454,5007,30018,9980,4804
Mongolia,15,156624745,5086889,4650085,10245,21719,19681,41829,57484,7986,14669,49346,60652,84845,9470,3938,41936,746,613,7350,4562,28129,9610,3761
Mongolia,20,156624745,4757437,4508477,10245,21386,19440,40170,55635,7789,13882,48765,57820,83421,9120,3782,39355,709,586,7306,4471,27426,9505,3473
Mongolia,25,156624745,4465768,4083469,10245,21254,19167,39386,54676,7612,13558,48446,57094,82850,8975,3683,37391,676,560,7234,4323,26675,9396,3261
Mongolia,30,156624745,4090465,3552633,10245,21057,18728,38434,53303,7467,13249,48082,56001,81793,8764,3551,34640,629,523,7145,4142,25238,9225,2815
Mongolia,50,156624745,1863043,1244280,10245,17444,12494,18137,27855,4823,8096,39247,33459,58739,5281,2052,14001,239,250,5859,2475,10747,6516,883
Mongolia,75,156624745,308043,202006,10245,10819,4798,4641,7569,1628,2472,18042,11118,24871,1820,731,4139,42,52,3431,1035,671,583,107
Morocco,10,41348767,1113056,591526,19542,1968,4111,2186,1636,1757,2422,2666,3661,1325,1078,3595,1937,1112,2166,1299,2774,3069,2543,1606
Morocco,15,41348767,891662,527705,19542,1933,4043,2121,1532,1626,2326,2595,3539,1274,1039,3514,1857,1005,1980,1155,2473,2815,2364,1471
Morocco,20,41348767,822653,518482,19542,1898,4004,2088,1470,1574,2270,2560,3467,1219,1003,3465,1795,953,1865,1099,2330,2678,2251,1385
Morocco,25,41348767,722979,422727,19542,1880,3961,2060,1452,1542,2243,2529,3433,1208,994,3428,1755,900,1769,1017,2179,2523,2156,1321
Morocco,30,41348767,648569,405763,19542,1868,3924,2043,1441,1526,2222,2513,3409,1197,988,3392,1690,836,1682,952,2041,2367,2078,1250
Morocco,50,41348767,436049,250765,19542,1398,3026,1409,937,1000,1614,2011,2646,897,772,2744,1293,583,1300,665,1425,1724,1595,948
Morocco,75,41348767,210943,131281,19542,780,1596,707,428,464,833,1198,1558,452,482,1749,697,306,694,294,648,834,964,509
Mozambique,10,78729717,70942086,68315996,144622,76295,138507,106514,146243,197893,217686,184022,269357,282836,247092,187005,176602,218717,256785,231952,318126,487167,235780,310398
Mozambique,15,78729717,59489289,57512742,144622,75192,135819,104469,143419,194570,214843,180866,264521,277971,242908,184826,173711,211387,250646,227404,312737,473968,230145,304110
Mozambique,20,78729717,39859115,38679558,144622,68863,121809,92579,126394,174235,195190,160458,235391,248590,219905,168811,157530,185398,224769,204613,282124,413377,200445,270565
Mozambique,25,78729717,37162149,36793727,144622,67116,118485,89852,122448,169139,190151,155629,228534,241390,213992,164627,153799,180371,219313,199477,275357,401369,194206,262799
Mozambique,30,78729717,28917947,26973824,144622,60937,106658,79644,107726,150558,172224,138493,204760,217493,194545,150242,139946,162656,200501,181387,250553,359011,172398,235658
Mozambique,50,78729717,10493860,10327866,144622,32412,52748,39467,47747,70115,87727,66061,103213,110324,100481,82075,72498,86620,112660,99132,140319,182283,83657,114878
Mozambique,75,78729717,341593,728413,144622,2495,2708,1826,1983,3296,4357,3838,6498,6381,6514,5705,4882,4204,3843,3856,6096,9606,2721,3725
Myanmar,10,66929667,45085313,43312441,314919,45892,67753,78872,104501,93540,130925,149636,121882,220298,172724,138805,232861,260994,349412,307565,380891,360721,293350,326251
Myanmar,15,66929667,44222744,42354232,314919,45547,67223,78344,103798,93017,129821,148662,121010,218967,171809,137781,230241,256719,343508,303010,374839,354329,288395,320476
Myanmar,20,66929667,43930177,42046595,314919,45355,66919,78039,103381,92720,129169,148116,120555,218266,171293,137256,229006,254676,340776,300913,372238,351706,286380,318193
Myanmar,25,66929667,43580440,41552520,314919,45054,66501,77631,102754,92258,128295,147340,119886,217287,170644,136538,227427,252271,337669,298344,369082,348557,283912,315405
Myanmar,30,66929667,42863374,40919357,314919,44804,66120,77224,102186,91847,127464,146598,119216,216306,169913,135716,225189,248186,331445,293305,362552,341845,278709,309418
Myanmar,50,66929667,39793697,37223918,314919,42344,62065,72737,95856,87217,117618,137944,111841,204580,161506,128114,207731,225984,300048,267558,330841,310081,253658,281018
Myanmar,75,66929667,27445688,25076226,314919,30845,43383,50904,67564,65641,76251,96032,76915,143235,116874,91205,135281,131768,171056,160194,203210,184017,150074,165149
Namibia,10,82385622,1583839,2466253,44,1658,534,1420,775,816,365,1537,578,1340,432,721,459,442,493,179,172,1055,952,546
Namibia,15,82385622,247025,323912,44,1320,468,1188,599,615,254,992,411,978,314,540,281,129,165,97,66,322,286,229
Namibia,20,82385622,19646,7200,44,696,219,459,192,207,64,270,119,316,98,190,107,12,20,9,8,23,35,18
Namibia,25,82385622,12578,4907,44,628,187,406,146,157,48,204,87,238,71,150,83,9,15,5,5,16,27,9
Namibia,30,82385622,3835,685,44,418,108,209,61,64,17,80,34,85,27,71,26,2,4,0,1,2,8,2
Namibia,50,82385622,571,47,44,148,36,101,27,5,4,8,2,4,2,7,2,0,0,0,0,0,0,0
Namibia,75,82385622,52,6,44,23,7,9,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nepal,10,14766250,5599956,5437868,13404,1594,2226,2398,2659,2891,3399,3655,3144,5833,2522,2923,5292,948,1308,694,1169,2600,1872,2310
Nepal,15,14766250,5421026,5173844,13404,1571,2191,2353,2589,2843,3348,3585,3091,5734,2452,2878,5192,909,1254,632,1083,2521,1792,2213
Nepal,20,14766250,5366019,5132616,13404,1555,2163,2327,2540,2792,3306,3527,3034,5592,2402,2853,5127,892,1233,621,1068,2496,1773,2193
Nepal,25,14766250,5301045,4937807,13404,1533,2140,2306,2497,2771,3276,3488,3008,5550,2368,2830,5084,876,1211,609,1049,2474,1743,2159
Nepal,30,14766250,5161041,4801740,13404,1523,2129,2292,2480,2758,3255,3466,2992,5524,2348,2816,5045,835,1162,579,999,2394,1672,2087
Nepal,50,14766250,4308185,3547665,13404,1313,1824,1913,1893,2308,2658,2822,2415,4551,1808,2446,4309,671,925,503,832,2042,1399,1766
Nepal,75,14766250,2131920,1707536,13404,889,1279,1215,1016,1578,1571,1826,1453,2995,1053,1701,2980,297,409,246,399,1006,613,789
Netherlands,10,3766566,751844,863133,7014,745,839,315,1313,1493,1502,1664,1167,1587,3443,1169,954,533,906,915,1452,1400,1348,2577
Netherlands,15,3766566,681541,787295,7014,742,833,313,1308,1483,1493,1652,1160,1572,3427,1162,951,526,898,908,1440,1379,1326,2554
Netherlands,20,3766566,657430,775046,7014,740,829,311,1304,1479,1491,1651,1157,1569,3423,1159,949,522,892,904,1430,1366,1309,2538
Netherlands,25,3766566,623886,746121,7014,738,828,311,1301,1476,1488,1648,1155,1566,3416,1158,948,518,884,900,1420,1351,1290,2510
Netherlands,30,3766566,593052,710846,7014,736,825,310,1297,1472,1482,1646,1151,1559,3403,1155,947,514,875,894,1407,1333,1271,2481
Netherlands,50,3766566,473967,546956,7014,701,760,292,1203,1388,1409,1604,1097,1493,3247,1115,923,487,812,851,1312,1212,1136,2276
Netherlands,75,3766566,285065,278241,7014,574,594,231,854,1042,1111,1351,874,1181,2533,921,808,363,583,624,935,838,796,1612
New Caledonia,10,1882559,1597789,1575341,5724,745,708,924,1585,1507,2183,1036,540,1071,603,749,921,2706,2286,525,1404,1226,3199,861
New Caledonia,15,1882559,1570238,1552710,5724,742,705,922,1581,1505,2182,1030,539,1064,600,747,914,2667,2267,524,1398,1221,3189,858
New Caledonia,20,1882559,1501658,1461383,5724,717,655,901,1540,1490,2161,998,527,1006,567,726,868,2469,2160,507,1368,1191,3144,838
New Caledonia,25,1882559,1481553,1433542,5724,713,648,898,1532,1486,2155,994,526,1000,563,722,859,2406,2125,500,1355,1182,3125,832
New Caledonia,30,1882559,1440331,1397592,5724,698,627,884,1510,1472,2135,975,522,976,550,709,838,2282,2050,486,1324,1160,3069,812
New Caledonia,50,1882559,1051341,998499,5724,548,431,680,1166,1265,1741,796,455,772,443,569,641,1045,914,245,712,761,1786,445
New Caledonia,75,1882559,725321,767328,5724,348,232,428,671,796,978,461,292,422,266,379,447,306,256,81,243,339,688,174
New Zealand,10,26716575,11576930,11944928,710270,50599,63283,44848,60732,52587,61732,62713,61424,59657,56170,60005,69683,78162,80205,64439,81078,75689,80104,72179
New Zealand,15,26716575,11497830,11858616,710270,50593,63279,44845,60729,52584,61728,62707,61420,59652,56166,59999,69664,78093,80125,64391,80988,75593,80034,72109
New Zealand,20,26716575,11418538,11683599,710270,50578,63265,44831,60714,52560,61709,62686,61404,59641,56153,59983,69612,77898,79862,64260,80783,75349,79757,71882
New Zealand,25,26716575,11357707,11607741,710270,50561,63254,44822,60703,52547,61698,62672,61393,59630,56144,59969,69570,77764,79703,64159,80609,75155,79557,71704
New Zealand,30,26716575,11255743,11432790,710270,50528,63228,44798,60681,52519,61672,62643,61372,59613,56122,59943,69499,77542,79410,64003,80359,74884,79228,71431
New Zealand,50,26716575,10796210,10604408,710270,50331,63051,44662,60492,52302,61488,62442,61204,59496,55980,59788,69060,76153,77952,63120,78928,73256,77498,69870
New Zealand,75,26716575,9368301,9329249,710270,49101,61915,43771,59287,50955,60193,61016,60136,58679,55182,58797,67206,71695,73273,59653,72833,67265,71674,64554
Nicaragua,10,12821978,8389069,8242517,66163,44560,54592,47458,21275,96161,39138,89118,54269,83536,214483,43496,34029,44626,76728,35998,144930,212822,72140,78627
Nicaragua,15,12821978,8211341,7994609,66163,44458,54503,47347,21229,95930,39080,88975,54169,83440,214036,43448,33961,44457,76352,35840,144032,212391,71854,78338
Nicaragua,20,12821978,8037770,7920519,66163,44336,54402,47222,21177,95663,39010,88814,54054,83331,213528,43400,33874,44274,76002,35693,143312,212050,71628,78113
Nicaragua,25,12821978,7919893,7781919,66163,44241,54318,47124,21129,95470,38956,88686,53958,83242,213140,43361,33815,44177,75818,35624,142964,211900,71527,78003
Nicaragua,30,12821978,7776807,7622239,66163,44110,54194,46964,21065,95150,38875,88500,53814,83097,212520,43290,33723,44038,75563,35524,142444,211681,71375,77848
Nicaragua,50,12821978,7067163,6463051,66163,42313,52957,45108,20205,92448,37745,86377,52205,81744,207513,42756,32764,43206,74085,34947,139836,210390,70495,76872
Nicaragua,75,12821978,5828862,5244171,66163,37547,48709,40034,17808,83459,34705,80302,47577,76849,190759,40756,30231,40983,70155,33433,132030,206179,67759,74048
Niger,10,94254535,24300,60503,0,13,7,7,6,4,2,2,2,2,2,2,15,22,14,2,0,0,4,1
Niger,15,94254535,607,3880,0,3,4,3,3,1,1,1,1,1,1,0,3,3,1,0,0,0,0,0
Niger,20,94254535,12,220,0,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Niger,25,94254535,9,127,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,30,94254535,2,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,50,94254535,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,75,94254535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,10,90840998,42579111,39372966,60328,84264,69292,44866,37914,51923,59173,116509,85305,94164,64729,160426,164946,161373,200331,127999,150717,412391,279618,220905
Nigeria,15,90840998,26694185,26745518,60328,77291,58914,38696,28429,43786,48419,95350,65984,77982,55574,132071,137885,122165,169707,110944,139798,381060,255488,199088
Nigeria,20,90840998,13974174,15774927,60328,56298,40215,19868,18243,20650,33154,40538,37594,38411,40322,76455,58606,66060,105903,65307,101585,260067,175692,129826
Nigeria,25,90840998,12938577,14556967,60328,53602,38102,18062,17307,18863,31130,36748,34791,34522,38298,68723,51102,61143,98332,59476,95624,241509,164243,120318
Nigeria,30,90840998,10048731,10934411,60328,43386,32347,13381,14644,13280,26168,24573,27471,25290,32782,53891,34971,43435,68637,40928,72189,171045,119822,86895
Nigeria,50,90840998,4725124,4488672,60328,19225,17811,5435,8338,6289,13137,10422,12815,11186,18422,25997,15822,16518,25685,14113,29449,55876,44348,33478
Nigeria,75,90840998,315626,359036,60328,3460,1839,520,677,554,1090,774,995,717,1351,2017,767,232,812,175,379,1324,632,572
North Korea,10,12275519,5870702,5862555,13683,12170,5568,7584,11870,17298,13209,13829,19431,13501,19594,5612,17316,5220,11490,11593,11828,8866,7917,29467
North Korea,15,12275519,5607972,5498846,13683,12096,5496,7514,11695,17057,13025,13689,19252,13399,19421,5548,17098,5155,11314,11379,11721,8765,7845,28775
North Korea,20,12275519,5501366,5396088,13683,12036,5449,7468,11574,16900,12805,13557,19111,13319,19309,5515,16986,5132,11245,11285,11680,8725,7823,28517
North Korea,25,12275519,5374485,5190857,13683,11970,5388,7394,11425,16657,12644,13368,18893,13190,19136,5470,16820,5093,11138,11148,11609,8646,7756,28082
North Korea,30,12275519,5196390,4996431,13683,11946,5358,7349,11359,16529,12580,13289,18783,13114,19021,5431,16682,5031,10943,10853,11509,8523,7692,27492
North Korea,50,12275519,4093698,3360822,13683,10504,4396,6085,9314,13040,10596,10893,15611,11005,15914,4656,13865,4366,8951,7356,9947,7267,6597,19580
North Korea,75,12275519,916446,689590,13683,3633,1412,2084,2919,3828,4263,3713,4645,3572,4896,2097,4382,1128,1989,1060,2405,2026,1532,2863
Norway,10,32512221,12814180,14991708,173269,22497,26696,14855,33899,24998,40763,31922,33889,23372,40187,32809,30062,33357,39461,36876,60634,58463,59882,65263
Norway,15,32512221,12248940,14173813,173269,22471,26669,14839,33839,24970,40717,31889,33861,23349,40161,32790,30010,33222,39320,36776,60392,58228,59580,65057
Norway,20,32512221,12155489,13989520,173269,22459,26653,14827,33816,24953,40694,31866,33846,23333,40144,32784,29995,33197,39286,36747,60329,58164,59499,65000
Norway,25,32512221,11977755,13528484,173269,22454,26646,14821,33765,24933,40669,31852,33830,23325,40137,32779,29979,33143,39228,36695,60226,58060,59396,64916
Norway,30,32512221,11739522,13054563,173269,22446,26636,14817,33742,24919,40649,31841,33815,23317,40129,32769,29947,33069,39149,36639,60082,57917,59220,64784
Norway,50,32512221,9807527,10628756,173269,22172,26362,14664,33071,24617,40118,31578,33545,23108,39864,32610,29537,32067,38071,35712,58147,55990,57172,63036
Norway,75,32512221,6246634,6739140,173269,20159,24297,13648,30196,23085,37190,29742,31757,21836,37762,31474,27843,26979,32175,30723,48681,46465,47355,52959
Oman,10,30933274,1226,632,0,1,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0
Oman,15,30933274,186,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,20,30933274,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,25,30933274,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,30,30933274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,50,30933274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,75,30933274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,10,87417631,1629949,1001692,850,221,335,659,1193,971,1374,1156,1082,966,739,476,258,79,49,4,0,210,87,98
Pakistan,15,87417631,1291322,850660,850,220,332,654,1180,959,1363,1144,1070,938,733,471,251,70,45,3,0,201,83,92
Pakistan,20,87417631,1222965,821213,850,219,327,649,1173,952,1353,1133,1060,930,727,468,248,67,43,3,0,200,80,90
Pakistan,25,87417631,1074605,672891,850,218,326,644,1170,949,1347,1125,1056,924,722,465,243,64,41,3,0,197,79,86
Pakistan,30,87417631,978656,648196,850,218,325,642,1168,948,1345,1123,1054,921,720,463,239,60,39,2,0,190,76,81
Pakistan,50,87417631,666940,370582,850,196,278,563,1046,828,1190,990,932,815,658,417,200,33,25,2,0,154,60,65
Pakistan,75,87417631,334858,164083,850,116,179,354,585,422,631,505,538,439,421,272,134,11,10,0,0,76,21,28
Palestina,10,621997,1652,1738,145,4,3,2,3,1,3,2,3,2,3,1,2,1,4,0,0,4,3,0
Palestina,15,621997,1257,1262,145,3,3,2,2,1,2,2,3,2,2,0,1,1,3,0,0,4,3,0
Palestina,20,621997,1134,1187,145,2,3,2,2,0,1,2,3,1,1,0,1,1,3,0,0,3,2,0
Palestina,25,621997,732,929,145,2,2,2,1,0,1,1,3,1,1,0,0,0,1,0,0,2,2,0
